Device:,rrqm/s,wrqm/s,r/s,w/s,rMB/s,wMB/s,avgrq-sz,avgqu-sz,await,r_await,w_await,svctm,%util
dm-1,0,0,21,175.4,10.4,82.71,970.95,97.35,494.99,506.8,493.57,5.09,99.98
sda,12.6,0,84.4,2.6,26.22,0.01,617.37,12.14,145.86,145.63,153.38,11.49,99.94
dm-0,0,0,14.4,0,0.06,0,8,0.61,39.22,39.22,0,5.11,7.36
dm-1,0,0,84,2.4,24.74,0.01,586.51,12.07,146.04,145.47,166.08,11.57,99.94
sda,212.8,0.2,84.6,1.8,9.85,0.01,233.65,4.7,51.07,52.14,0.56,10.39,89.76
dm-0,0,0,244.2,0,0.95,0,8,5.62,23.14,23.14,0,2.82,68.8
dm-1,0,0,53.2,1.8,9.21,0.01,343.27,3.99,67.28,69.54,0.56,6.98,38.4
sda,359,0,63,0.2,3.43,0,111.06,1.86,34.66,34.77,0,15.68,99.1
dm-0,0,0,412,0,1.61,0,8,7.28,17.31,17.31,0,2.22,91.56
dm-1,0,0,5.8,0.2,1.43,0,489.87,0.89,205.87,212.97,0,19.6,11.76
sda,422.2,0,62.8,0,2.06,0,67.34,1.03,16.75,16.75,0,15.84,99.5
dm-0,0,0,484.8,0,1.89,0,8,7.73,16.26,16.26,0,2.03,98.52
dm-1,0,0,0.4,0,0.17,0,872,0.02,54,54,0,29.5,1.18
sda,1206.6,0,173.6,0,5.39,0,63.59,1.01,5.8,5.8,0,5.7,98.96
dm-0,0,0,1380,0,5.39,0,8,7.83,5.67,5.67,0,0.72,98.98
dm-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sda,743.6,0.2,108,2,3.33,0.02,62.24,1.01,9.14,9.28,1.2,8.97,98.7
dm-0,0,0,851.6,0,3.33,0,8,7.69,9,9,0,1.16,98.8
dm-1,0,0,0,2.2,0,0.02,15.27,0,1.09,0,1.09,1,0.22
sda,26.2,0.2,20.4,59.8,0.56,25.32,660.75,2.64,28.63,30.13,28.12,6.81,54.6
dm-0,0,0,31.4,0,0.12,0,8,0.88,28.58,28.58,0,3.84,12.06
dm-1,0,0,15.2,60.2,0.43,25.32,699.37,2.52,28.71,31.03,28.13,6.06,45.7
sda,10.6,1,24.8,14.2,7.7,3.23,573.87,2.8,79.36,104.46,35.54,17.68,68.96
dm-0,0,0,12.8,0,0.05,0,8,0.47,36.91,36.91,0,5.55,7.1
dm-1,0,0,24.4,14.8,8.58,3.23,616.94,2.79,78.45,103.12,37.77,15.96,62.58
sda,7,0,64,0.2,25.13,0,801.72,4.68,73.84,74.03,13,13.26,85.1
dm-0,0,0,8.6,0,0.03,0,8,0.23,26.53,26.53,0,4.93,4.24
dm-1,0,0,60.4,0.2,24.16,0,816.69,4.59,76.81,77.02,13,14.03,85.02
sda,5.2,0,3.6,0.2,0.04,0,24,0.06,16.95,17.89,0,13,4.94
dm-0,0,0,6.2,0,0.02,0,8,0.2,32.81,32.81,0,4.42,2.74
dm-1,0,0,2.6,0.2,0.02,0,14.86,0.02,7.86,8.46,0,7.86,2.2
sda,115.8,0,67.4,0.4,4.9,0,147.94,1.92,28.24,28.41,0.5,10.76,72.92
dm-0,0,0,135.6,0,0.53,0,8,2.81,20.74,20.74,0,2.82,38.24
dm-1,0,0,47.8,0.4,4.41,0,187.42,1.47,30.51,30.76,0.5,8.12,39.16
sda,112.2,0.2,60.6,1.6,2.65,0.01,87.64,1.15,18.33,18.82,0,11.75,73.1
dm-0,0,0,134.2,0,0.52,0,8,2.19,15.98,15.98,0,2.25,30.16
dm-1,0,0,38.6,1.8,2.09,0.01,106.5,0.78,19.4,20.3,0,12.65,51.1
sda,155.6,0,52.2,3,6.35,0.05,237.43,2.31,41.96,44.25,2.13,17.01,93.88
dm-0,0,0,184,0.2,0.72,0,8,4.69,25.69,25.69,21,3.36,61.92
dm-1,0,0,23.8,2.2,5.63,0.05,447.41,1.55,59.68,65.1,1,15.38,40
sda,149.8,1,40.8,12.2,0.76,0.08,32.57,0.77,14.48,17.96,2.82,10.24,54.28
dm-0,0,0,186.8,0,0.73,0,8,3.04,16.28,16.28,0,2.65,49.5
dm-1,0,0,3.6,12.4,0.03,0.08,13.69,0.08,5.1,12.56,2.94,3.12,5
sda,78.4,0,32,3.4,1.56,0.01,91.03,0.83,23.37,24.51,12.65,10.3,36.46
dm-0,0,0,95.6,0,0.37,0,8,2.89,30.19,30.19,0,2.63,25.16
dm-1,0,0,15.8,3.4,1.2,0.01,128.83,0.31,16.33,17.11,12.71,9.7,18.62
sda,1.4,0,74.6,1.8,34.49,0,924.61,10.73,136.48,137.5,94.11,13.03,99.58
dm-0,0,0,1.6,0,0.01,0,8,0.12,75,75,0,9.38,1.5
dm-1,0,0,75.8,1.8,35.27,0,931.05,10.71,134.16,135.11,94.22,12.82,99.52
sda,3.8,0,26.2,1.6,12.52,0.02,923.63,11.46,302.83,312.1,151,35.96,99.96
dm-0,0,0,5.4,0,0.02,0,8,1.29,26.3,26.3,0,45.48,24.56
dm-1,0,0,25.6,1.8,12.8,0.02,958.36,11.05,304.02,315.96,134.22,36.48,99.96
sda,8.4,0.6,22.6,2.2,10.34,0.01,855.29,13.11,635.27,647.01,514.64,40.32,100
dm-0,0,0,9.6,0,0.04,0,8,6.08,753,753,0,86,82.56
dm-1,0,0,21.2,2.6,10.4,0.01,896.13,11.87,596.06,610.15,481.15,42.02,100
sda,2.8,0.2,33.4,29.6,16.41,4.54,681.12,21.67,337.39,348.93,324.36,15.87,100
dm-0,0,0,3.4,0,0.01,0,8,0.47,138.12,138.12,0,45.88,15.6
dm-1,0,0,33.6,30,16.8,4.54,687.14,21.6,333.1,342.21,322.89,15.72,100
sda,0,1.6,13.2,95.6,6.6,43.46,942.38,135.03,1215.14,1024.42,1241.48,9.19,100
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,12.8,99.2,6.4,44.86,937.4,138.39,1210.44,1056.42,1230.31,8.93,100
sda,2.8,0,65.4,4.4,30.29,1.4,930.02,12.26,227.25,191.68,756,14.32,99.96
dm-0,0,0,3.2,0,0.01,0,8,0.26,81,81,0,10.12,3.24
dm-1,0,0,63.6,1.6,29.58,0,929.28,12.22,242.79,196.59,2079.38,15.33,99.96
sda,0.8,0.4,42,71.4,19.2,30.85,903.84,23.74,157.64,238.87,109.86,8.81,99.94
dm-0,0,0,2.2,0,0.01,0,8,0.51,231.45,231.45,0,53,11.66
dm-1,0,0,40.6,98.6,19.19,43.85,927.51,23.48,126.25,238.95,79.85,7.18,99.94
sda,2.6,0.2,28,107.4,13.61,51.58,986.09,63.17,510.73,342.32,554.64,7.38,99.98
dm-0,0,0,3,0,0.01,0,8,0.14,48.13,48.13,0,6.73,2.02
dm-1,0,0,29.2,80.8,14.4,38.58,986.37,63.73,634.16,327.57,744.96,9.09,99.98
sda,0,0,41,1.2,19.69,0,955.83,12.39,296.47,297.63,257,23.69,99.96
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,40,1.2,19.19,0,954.17,12.39,303.67,305.06,257,24.26,99.96
sda,8,0,61.6,1.2,28.34,0,924.36,12.63,190.83,190.69,198,15.92,99.96
dm-0,0,0,12,0,0.05,0,8,1.32,109.98,109.98,0,8.28,9.94
dm-1,0,0,57,1.2,28,0,985.21,12.14,197.51,197.5,198,17.18,99.96
sda,0.8,1.8,34.8,126.4,16.7,56.67,932.21,90.51,403.25,272.23,439.33,6.2,100
dm-0,0,0,1.2,0,0,0,8,2.63,0,0,0,365,43.8
dm-1,0,0,36.6,154.8,17.6,69.78,934.96,90.34,341.04,258.84,360.47,5.22,100
sda,1,0.2,30.8,45.2,14.51,21.49,970.25,68.4,1235.09,523.78,1719.78,13.16,100
dm-0,0,0,2.4,0,0.01,0,8,0.96,1443.83,1443.83,0,123.75,29.7
dm-1,0,0,29,18.6,14.4,8.39,980.5,68.25,1962.42,509.27,4228.09,21.01,100
sda,0,0,52,1.4,24.83,0,952.39,12.95,247.36,247.57,239.71,18.73,100
dm-0,0,0,0.2,0,0,0,8,0.03,785,785,0,157,3.14
dm-1,0,0,52,1.2,24.79,0,954.47,12.92,245.33,244.53,279.67,18.8,100
sda,0,0,40,1.2,19.16,0,952.5,12.6,271.29,273.99,181.5,24.27,99.98
dm-0,0,0,0.2,0,0,0,8,0.05,251,251,0,251,5.02
dm-1,0,0,39.4,1.4,19.2,0,963.73,12.55,272.71,276.87,155.57,24.51,100
sda,4.2,0,42,24.6,19.51,9.03,877.77,16.53,262.97,306.07,189.4,15.01,99.94
dm-0,0,0,5.2,0,0.02,0,8,1.42,272.73,272.73,0,36.35,18.9
dm-1,0,0,40.4,25.6,19.19,9.63,894.4,16.2,260.42,310.12,182,15.14,99.92
sda,0,0.4,95,148.2,11.78,71.22,698.93,113.17,399.75,339.3,438.51,4.11,100
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,106.6,166,11.63,79.61,685.49,113.79,358.34,302.38,394.28,3.67,100.02
sda,4.8,0,93.6,20,18.3,8.99,491.93,64.67,714.81,545.3,1508.13,8.8,99.98
dm-0,0,0,7,0,0.03,0,8,2.12,302.49,302.49,0,39.29,27.5
dm-1,0,0,79.4,1.2,18.21,0,462.84,64.22,1003.72,637.48,25236.33,12.4,99.98
sda,7.6,0,54.2,1.6,24.05,0,882.87,11.47,207.15,207.9,181.5,17.92,100
dm-0,0,0,14,0.2,0.05,0,8,0.56,29.85,29.49,55,14.72,20.9
dm-1,0,0,48.2,1.6,24,0,987.18,11.18,227.04,228.78,174.62,20.08,100
sda,19.4,0.2,47.6,1.6,20.21,0,841.37,11.93,246.2,247.02,221.88,20.32,99.98
dm-0,0,0,26.4,0.4,0.1,0,8,3.3,128.29,129.72,34,20.31,54.44
dm-1,0,0,40,1.2,20,0,994.29,11.05,271.71,271.16,290.17,24.26,99.96
sda,0,2,51.4,37.4,22.47,14.45,851.57,13.56,153.2,207.58,78.45,11.25,99.86
dm-0,0,0,0,1.8,0,0.01,8,0.01,4.56,0,4.56,3.78,0.68
dm-1,0,0,52.8,37.6,23.17,14.44,852.19,13.67,151.69,202.07,80.94,11.05,99.88
sda,1.4,1.8,16,144.2,5.65,70.41,972.36,141.09,789.01,1502.34,709.87,6.24,100.02
dm-0,0,0,1.6,2.2,0.01,0.01,8,2.98,0,0,0,52.63,20
dm-1,0,0,18.6,152.4,5.17,74.3,951.78,141.36,743.21,1292.31,676.19,5.85,100
sda,1.4,2.8,82,11,21.63,3.91,562.44,18.69,355.26,258.13,1079.36,10.75,99.98
dm-0,0,0,1.8,3.8,0.01,0.01,8,2.46,972.43,1542.11,702.58,49.46,27.7
dm-1,0,0,78.6,1.4,21.78,0,557.6,18.22,401.89,264.32,8125.57,12.49,99.92
sda,0,0.2,28,2.4,7.03,0,474,12.09,410.88,399.23,546.83,23.27,70.74
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,25,2.2,5.75,0,432.94,12.25,465.26,447.14,671.09,26.01,70.76
sda,24.4,0,15.2,3.6,1.18,0.01,129.36,0.61,27.83,33.97,1.89,14.54,27.34
dm-0,0,0,30.4,0,0.12,0,8,0.94,27.39,27.39,0,4.42,13.44
dm-1,0,0,10.6,3.6,1.28,0.01,185.69,0.41,24.41,32.06,1.89,11.49,16.32
sda,64,0.4,57.8,2,16.08,0.01,551.01,7.82,128.93,130.11,94.8,16.42,98.22
dm-0,0,0,75.8,0.8,0.3,0,8,1.72,23.75,23.88,11.5,1.62,12.42
dm-1,0,0,47.6,1.6,17.07,0,710.6,7.52,150.18,151.31,116.62,19.9,97.9
sda,3.6,0,46.6,27.4,22.92,9.88,907.61,42.87,329.21,195.18,557.16,13.51,99.96
dm-0,0,0,4.6,0,0.02,0,8,1.97,423.26,423.26,0,55.57,25.56
dm-1,0,0,44.8,52,22.4,15.73,806.66,42.73,249.1,197.47,293.58,10.33,99.96
sda,60.2,0.2,35.8,124.4,11.59,54.65,846.9,35.89,308.19,212.43,335.75,6.16,98.7
dm-0,0,0,74.8,0,0.29,0,8,4.54,60.97,60.97,0,6.68,49.98
dm-1,0,0,22.6,129,11.2,63.11,1003.82,34.67,318.01,276.27,325.32,4.25,64.44
sda,2.2,0,41.4,40,20.01,19.1,984.08,25.34,371.63,289.08,457.07,12.28,99.92
dm-0,0,0,3.4,0,0.01,0,8,0.43,126.65,126.65,0,50.76,17.26
dm-1,0,0,40,11,20,4.8,995.8,25.22,591.66,293.81,1674.76,19.59,99.9
sda,1.4,0,83.8,3.2,41.71,0.02,982.18,12.15,140.73,136,264.44,11.49,100
dm-0,0,0,1.6,0,0.01,0,8,0.07,41,41,0,5.12,0.82
dm-1,0,0,83.4,2.4,41.6,0.02,993.38,12.14,142.6,136.56,352.58,11.66,100
sda,0.2,0.6,37.8,31.6,18.7,12.83,930.51,11.44,158.98,256.29,42.57,14.41,99.98
dm-0,0,0,0.6,0,0,0,8,0.34,561,561,0,187,11.22
dm-1,0,0,36.8,32.2,18.4,12.83,926.93,11.23,156.92,257.16,42.36,14.49,99.98
sda,0,0,33.8,151.6,16.9,74.2,1006.33,87.92,475.24,353.76,502.33,5.39,100
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,35.2,151.6,17.6,74.2,1006.47,88.4,474.25,339.7,505.5,5.35,100
sda,2.6,0,45.2,1.2,20.15,0,889.38,13.27,288.53,289.63,247.17,21.55,100
dm-0,0,0,4,0,0.02,0,8,0.81,202.55,202.55,0,34.05,13.62
dm-1,0,0,43.8,1.2,20.13,0,916.34,13.06,292.77,294.02,247.17,22.22,100
sda,0,0,37.8,1.2,18.8,0,987.45,11.36,281.41,280.38,314,25.63,99.96
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,38.2,1.2,19,0,987.82,11.36,278.55,277.44,314,25.37,99.96
sda,1.4,0.4,48.2,7,23.11,1.72,921.25,10.45,186.29,205.11,56.66,18.11,99.96
dm-0,0,0,3.4,0,0.01,0,8,0.12,34.47,34.47,0,13.88,4.72
dm-1,0,0,45.2,19,22.6,7.22,951.3,10.39,159.49,217.15,22.32,15.56,99.92
sda,0,1.8,31.8,119.6,15.9,53.77,942.4,58.41,335.68,326.91,338.01,6.61,100
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,32,135.4,16,60.97,941.61,58.73,304.6,324.86,299.81,5.97,100
sda,4.2,0.2,22.4,70.8,10.92,34.4,995.76,86.48,1012.78,582.76,1148.84,10.73,100
dm-0,0,0,4.8,0,0.02,0,8,1.1,228.88,228.88,0,28.67,13.76
dm-1,0,0,22.4,45,11.2,21.69,999.53,86.96,1409.64,576.62,1824.31,14.84,100
sda,3,0,76,1.6,37.52,0,990.19,11.21,150.93,151.71,113.62,12.88,99.92
dm-0,0,0,4,0,0.02,0,8,0.4,100.85,100.85,0,14.75,5.9
dm-1,0,0,75.2,1.6,37.6,0,1002.75,11.12,151.32,152.12,113.62,13.01,99.92
sda,60.2,0.4,92.2,19.8,30.73,8.02,708.57,20.39,176.7,201.99,58.91,8.93,100
dm-0,0,0,70.4,0,0.27,0,8,4.44,63,63,0,7.64,53.78
dm-1,0,0,81.2,20.4,30.05,8.02,767.5,19.75,188.52,221.52,57.2,9.84,100
sda,0,0.8,37.6,38,18.6,16.03,938.12,16.32,223.17,320.53,126.84,13.23,100
dm-0,0,0,0.4,0,0,0,8,0.05,129,129,0,64.5,2.58
dm-1,0,0,38.4,38.6,19.2,16.03,936.98,16.37,219.81,312.51,127.6,12.99,100
sda,4.2,0.6,71.4,132.6,35.42,60.75,965.44,16.43,77.03,142.48,41.79,4.9,100.02
dm-0,0,0,4.8,0,0.02,0,8,0.52,107.33,107.33,0,13.42,6.44
dm-1,0,0,68.8,159.2,34.4,73.55,969.66,16.4,68.79,146.92,35.02,4.39,100.02
sda,2.2,0.2,58.4,92.8,22.32,44.5,905.11,27.66,187.73,209.97,173.73,6.6,99.78
dm-0,0,0,2.8,0,0.01,0,8,0.34,123.14,123.14,0,18.79,5.26
dm-1,0,0,58.8,67,22.81,31.7,887.41,27.76,226.45,207.01,243.5,7.93,99.8
sda,1.4,0,83.6,1.4,41.59,0,1002.24,10.68,124.8,124.67,132.57,11.72,99.62
dm-0,0,0,1.6,0,0.01,0,8,0.12,72,72,0,9,1.44
dm-1,0,0,81.8,1.2,40.79,0,1006.5,10.66,127.63,127.23,154.67,12,99.62
sda,331,0,116.2,0.8,3.17,0,55.56,5.5,48.31,48.64,0.5,8.34,97.58
dm-0,0,0,380.8,0,1.49,0,8,7.1,18.61,18.61,0,2.32,88.34
dm-1,0,0,66,0.8,1.39,0,42.71,4.56,70.66,71.52,0.5,1.61,10.74
sda,302.6,0,113.2,0.2,3.08,0,55.6,3.36,29.63,29.69,0,8.77,99.5
dm-0,0,0,355.6,0,1.39,0,8,7.54,21.19,21.19,0,2.7,95.94
dm-1,0,0,60.6,0.2,1.69,0,56.92,2.22,36.56,36.68,0,1.01,6.16
sda,606.8,0,101.8,0,2.85,0,57.38,1.23,12.12,12.12,0,9.71,98.88
dm-0,0,0,702.8,0,2.75,0,8,7.3,10.42,10.42,0,1.41,98.78
dm-1,0,0,5.6,0,0.1,0,36.86,0.1,18.18,18.18,0,0.82,0.46
sda,819.2,0,172,0,4.25,0,50.62,4.64,26.91,26.91,0,5.78,99.34
dm-0,0,0,953.8,0,3.73,0,8,6.78,7.03,7.03,0,1.02,97.36
dm-1,0,0,37.8,0,0.54,0,29.16,3.33,88.13,88.13,0,1.34,5.06
sda,312.2,0.4,46.6,125,1.41,60.52,739.07,15.05,87.71,22.63,111.98,5.79,99.32
dm-0,0,0,358.6,0,1.4,0,8,7.92,22.12,22.12,0,2.77,99.36
dm-1,0,0,0,125,0,60.52,991.55,14.1,112.78,0,112.78,1.69,21.12
sda,375,0,70,0.2,1.74,0,50.85,1.22,17.4,17.22,81,14.17,99.44
dm-0,0,0,445.2,0,1.74,0,8,7.27,16.42,16.42,0,2.23,99.42
dm-1,0,0,0,0.2,0,0,32,0.02,81,0,81,81,1.62
sda,68.4,0,80.4,12.6,4.26,3.2,164.4,7.19,77.29,85.56,24.52,8.27,76.9
dm-0,0,0,84,0,0.33,0,8,4.42,52.87,52.87,0,5.36,45.04
dm-1,0,0,66.6,12.6,3.93,3.2,184.51,6.49,81.89,92.74,24.52,7.07,55.96
sda,0.6,0,13,4.6,2.44,0.01,285.09,2.81,156.72,211.22,2.7,47.28,83.22
dm-0,0,0,0.8,0,0,0,8,0.04,56,56,0,14,1.12
dm-1,0,0,13.2,4.6,2.63,0.01,304.27,2.8,154.33,207.17,2.7,46.12,82.1
sda,2.4,0,35.4,0.2,16.79,0,965.66,7.4,207.53,208.7,0,27.84,99.12
dm-0,0,0,3,0,0.01,0,8,0.07,24.47,24.47,0,3.2,0.96
dm-1,0,0,35,0.2,16.92,0,984.73,7.39,209.51,210.7,0,28.16,99.12
sda,0,0,23.95,0,11.43,0,977.67,6.33,262.09,262.09,0,41.67,99.82
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,25.15,0,12,0,977.59,6.33,249.61,249.61,0,39.69,99.82
sda,0,0.6,33.8,4,13.49,0.03,732.74,6.41,168.84,169.66,161.9,25.14,95.04
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,34.4,4.4,13.82,0.03,730.96,6.47,166.14,166.69,161.86,24.49,95.04
sda,0,0.2,6.8,4,1.87,0.02,359.41,0.33,43.56,68.47,1.2,9.07,9.8
dm-0,0,0,0.2,0,0,0,8,0,20,20,0,20,0.4
dm-1,0,0,4,4.2,0.62,0.02,161.56,0.32,56.88,115.4,1.14,11.46,9.4
sda,3,0,14.2,0.4,1.08,0,151.78,0.5,33.3,34.24,0,21.59,31.52
dm-0,0,0,4.2,0,0.02,0,8,0.33,76,76,0,14.14,5.94
dm-1,0,0,13.4,0.4,1.12,0,165.91,0.38,27.3,28.12,0,21.32,29.42
sda,2.8,0.4,14.6,12.8,0.55,0.13,50.5,0.86,31.77,58.67,1.09,11.37,31.16
dm-0,0,0,3.2,0,0.01,0,8,0.13,43.38,43.38,0,7.69,2.46
dm-1,0,0,13.8,12.6,0.48,0.13,47.39,0.84,31.93,60.07,1.11,11.52,30.42
sda,0.8,0,0.6,2.6,0.01,0.02,14,0.04,12.38,66,0,8.69,2.78
dm-0,0,0,1.2,0,0,0,8,0.07,60.33,60.33,0,11.17,1.34
dm-1,0,0,0.2,2.6,0,0.02,12.57,0.01,5.14,72,0,5.14,1.44
sda,0,0.2,0.6,2.4,0,0.01,10.67,0.02,7.4,37,0,7.4,2.22
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,0.6,2.6,0,0.01,10,0.02,6.94,37,0,6.94,2.22
sda,1.6,1.2,0.8,7.4,0.01,0.06,16.73,0.25,30.1,59.25,26.95,17.37,14.24
dm-0,0,0,2.2,0,0.01,0,8,0.1,43.73,43.73,0,19.45,4.28
dm-1,0,0,0.2,8.2,0,0.06,14.24,0.2,24.29,23,24.32,11.86,9.96
sda,14,0.2,2.8,2.4,0.06,0.01,28.92,0.22,19.5,33.86,2.75,30.73,15.98
dm-0,0,0,17,0,0.07,0,8,1.37,26.46,26.46,0,9.01,15.32
dm-1,0,0,0,2.6,0,0.01,10.46,0.01,5.08,0,5.08,2.54,0.66
sda,39.6,0,12.2,0,0.21,0,36.07,0.7,66.48,66.48,0,29.44,35.92
dm-0,0,0,53.4,0,0.21,0,8,3.43,81.43,81.43,0,6.73,35.92
dm-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sda,1,0,0.4,0,0.01,0,28,0.01,21.5,21.5,0,21.5,0.86
dm-0,0,0,1.4,0,0.01,0,8,0.02,16.14,16.14,0,6.14,0.86
dm-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sda,1.4,0,0.6,0,0.05,0,162.67,0.21,353,353,0,353,21.18
dm-0,0,0,1.6,0,0.01,0,8,0.08,48.38,48.38,0,6.12,0.98
dm-1,0,0,0.4,0,0.04,0,212,0.2,505,505,0,505,20.2
sda,0,0,0.2,0,0,0,8,0,14,14,0,14,0.28
dm-0,0,0,0.2,0,0,0,8,0,14,14,0,14,0.28
dm-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sda,1.4,1.4,0.4,9.2,0.01,0.06,14.52,0.05,5.6,65,3.02,2.77,2.66
dm-0,0,0,1.6,0,0.01,0,8,0.1,63,63,0,7.87,1.26
dm-1,0,0,0.2,10.4,0,0.06,11.94,0.04,4.08,67,2.87,1.32,1.4
sda,2.8,0.2,0.8,1.8,0.01,0.01,21.54,0.05,20.92,66.5,0.67,20.69,5.38
dm-0,0,0,3.6,0,0.01,0,8,0.3,82.06,82.06,0,14.78,5.32
dm-1,0,0,0,2,0,0.01,13.6,0,0.6,0,0.6,0.3,0.06
sda,1.8,0,1,0.4,0.01,0,18.29,0.07,50.14,70.2,0,26.86,3.76
dm-0,0,0,2.8,0,0.01,0,8,0.18,66,66,0,13.43,3.76
dm-1,0,0,0,0.4,0,0,8,0,0,0,0,0,0
sda,0,0,0,0.2,0,0,24,0,1,0,1,1,0.02
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,0,0.2,0,0,24,0,1,0,1,1,0.02
sda,1.4,0,0.8,0,0.01,0,22,0.03,35,35,0,35,2.8
dm-0,0,0,2.2,0,0.01,0,8,0.09,42.36,42.36,0,12.73,2.8
dm-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sda,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sda,1.8,0.2,0.4,1,0.01,0,16.71,0.27,194.14,277,161,79.14,11.08
dm-0,0,0,2.2,0,0.01,0,8,0.36,162,162,0,50.36,11.08
dm-1,0,0,0,1,0,0,5.8,0.21,213,0,213,56.8,5.68
sda,0,0.2,0.2,1.4,0,0.01,14,0,2.12,17,0,2.12,0.34
dm-0,0,0,0.2,0,0,0,8,0,17,17,0,17,0.34
dm-1,0,0,0,1.6,0,0.01,13,0,0,0,0,0,0
sda,46.2,0.2,15.4,0.4,0.27,0,35.24,0.86,54.28,55.69,0,20.37,32.18
dm-0,0,0,62.6,0,0.24,0,8,3.92,62.67,62.67,0,4.9,30.68
dm-1,0,0,1.4,0.6,0.02,0,28,0.06,28.8,41.14,0,7.5,1.5
sda,0,0,0.2,0.2,0,0,12,0.01,15,30,0,15,0.6
dm-0,0,0,0.2,0,0,0,8,0.01,30,30,0,30,0.6
dm-1,0,0,0,0.2,0,0,16,0,0,0,0,0,0
sda,3.8,0,1.2,0.2,0.02,0,29.71,0.01,4.14,4.83,0,4.14,0.58
dm-0,0,0,5,0,0.02,0,8,0.03,5.64,5.64,0,1.16,0.58
dm-1,0,0,0,0.2,0,0,8,0,0,0,0,0,0
sda,1.4,0,0.2,0.2,0.01,0,44,0.03,65,26,104,65,2.6
dm-0,0,0,1.6,0,0.01,0,8,0.04,26,26,0,3.25,0.52
dm-1,0,0,0,0.2,0,0,24,0.02,104,0,104,104,2.08
sda,3,0,1.2,0.4,0.02,0,21.5,0.03,20.12,26.67,0.5,17.5,2.8
dm-0,0,0,4.2,0,0.02,0,8,0.12,27.76,27.76,0,6.62,2.78
dm-1,0,0,0,0.2,0,0,4,0,1,0,1,1,0.02
sda,0,0.4,0,0.8,0,0.01,24,0,1.5,0,1.5,0.75,0.06
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,0,1.2,0,0.01,16,0,1.5,0,1.5,0.5,0.06
sda,26.4,0.2,5.4,0.8,0.12,0,42.06,0.33,53.71,61.56,0.75,51.9,32.18
dm-0,0,0,32.2,0,0.13,0,8,2.13,66.17,66.17,0,9.99,32.16
dm-1,0,0,0,1,0,0,9.6,0,0.8,0,0.8,0.2,0.02
sda,23.8,0,3.8,0,0.11,0,58.95,0.21,54.74,54.74,0,49.63,18.86
dm-0,0,0,27.2,0,0.11,0,8,1.43,52.79,52.79,0,6.93,18.86
dm-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sda,1,0,1.8,0.2,0.01,0,12.8,0.11,56.3,62.56,0,32.4,6.48
dm-0,0,0,2.8,0,0.01,0,8,0.34,122,122,0,23.14,6.48
dm-1,0,0,0,0.2,0,0,16,0,0,0,0,0,0
sda,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sda,1.6,0,1.2,0.6,0.01,0,13.78,0.09,48.22,72.17,0.33,44.22,7.96
dm-0,0,0,2.8,0,0.01,0,8,0.32,114.36,114.36,0,28.36,7.94
dm-1,0,0,0,0.4,0,0,6,0,0.5,0,0.5,0.5,0.02
sda,0,0.2,0.4,1.4,0,0.01,13.33,0.05,25.78,115,0.29,13.33,2.4
dm-0,0,0,0.4,0,0,0,8,0.05,115,115,0,59.5,2.38
dm-1,0,0,0,1.6,0,0.01,13,0,0.25,0,0.25,0.12,0.02
sda,3.6,0,0.6,0.8,0.02,0,30.86,0.01,9.14,21.33,0,9.14,1.28
dm-0,0,0,4.2,0,0.02,0,8,0.09,22.24,22.24,0,3.05,1.28
dm-1,0,0,0,0.8,0,0,12,0,0,0,0,0,0
sda,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,0,0,0,0,0,0,0,0,0,0,0
sda,2.2,0,1.2,0,0.01,0,22.67,0.04,33.67,33.67,0,23.17,2.78
dm-0,0,0,3.4,0,0.01,0,8,0.13,37,37,0,8.18,2.78
